title,review_point,review_total,contact_number,open_hours,metadata,coordinate,link,sub_category,address,site,Service options,Offerings,Dining options,Amenities,Atmosphere,Crowd,Payments,regency,Accessibility,Planning,price_level,short_description,Highlights,check_in,From the business,check_out,amenities
Warung CU (Kang Ucha),5,2 reviews,, 7AM to 5:30PM,,"-7.0165058, 108.584181",https://www.google.com/maps/place/Warung+CU+(Kang+Ucha)/data=!4m7!3m6!1s0x2e6f13b2b4b95f1f:0x58cd6de75bb7586d!8m2!3d-7.0165058!4d108.584181!16s%2Fg%2F11j02b_2_t!19sChIJH1-5tLITby4RbVi3W-dtzVg?authuser=0&hl=en&rclk=1,Sundae restaurant,"Mancagar, Lebakwangi, Kuningan Regency, West Java 45574 ",,Takeaway | Dine-in,Halal food,,Good for kids,Cosy,,Cash only, Kuningan ,,,,,,,,,
Nasi Goreng Bang Sabeni,,,phone:tel:083823030230, 4PM to 1:30AM,,"-7.0246006, 108.5872346",https://www.google.com/maps/place/Nasi+Goreng+Bang+Sabeni/data=!4m7!3m6!1s0x2e6f130bc9669c65:0x123c22302b38a44b!8m2!3d-7.0246006!4d108.5872346!16s%2Fg%2F11pyyfrj7d!19sChIJZZxmyQsTby4RS6Q4KzAiPBI?authuser=0&hl=en&rclk=1,Nasi goreng restaurant,"alun alun, Jl. Raya Cinagara, Cinagara, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",,Delivery | Takeaway | Dine-in,Halal food,Dinner,Good for kids,Casual | Cosy,Groups,Cash only,  Kuningan,,,,,,,,,
Rumah Makan Surya Minang Masakan Padang,,,,,,"-7.0227704, 108.5877238",https://www.google.com/maps/place/Rumah+Makan+Surya+Minang+Masakan+Padang/data=!4m7!3m6!1s0x2e6f12f1f836d643:0x7605764e0e8c4ae6!8m2!3d-7.0227704!4d108.5877238!16s%2Fg%2F11q1j6rkk9!19sChIJQ9Y2-PESby4R5kqMDk52BXY?authuser=0&hl=en&rclk=1,Padang restaurant,"XHGQ+V3X, Jl. Raya Cinagara, Cinagara, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only,  Kuningan,,,,,,,,,
Bubur Ayam Cakwe & Bubur Kacang Ijo Restaurant,,,,,,"-6.9991757, 108.5398559",https://www.google.com/maps/place/Bubur+Ayam+Cakwe+%26+Bubur+Kacang+Ijo+Restaurant/data=!4m7!3m6!1s0x2e6f1393fba674df:0x929e53235b276525!8m2!3d-6.9991757!4d108.5398559!16s%2Fg%2F11j4t6sn8f!19sChIJ33Sm-5MTby4RJWUnWyNTnpI?authuser=0&hl=en&rclk=1,Restaurant,"2G2Q+8WH, Jalan Raya, Garawangi, Kuningan Regency, West Java 45571 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,,Cash only, Kuningan ,,,,,,,,,
Nasi Goreng Gila,,,,,,"-7.0235134, 108.5901626",https://www.google.com/maps/place/Nasi+Goreng+Gila/data=!4m7!3m6!1s0x2e6f13d944fc369b:0x5c50b0ddc5f861ce!8m2!3d-7.0235134!4d108.5901626!16s%2Fg%2F11j1n288wd!19sChIJmzb8RNkTby4RzmH4xd2wUFw?authuser=0&hl=en&rclk=1,Nasi goreng restaurant,"XHGR+H3V, Jl. Raya Cineumbeuy, Cineumbeuy, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,,Cash only,  Kuningan,,,,,,,,,
Sate Bpk H. SUKNAN,5,2 reviews,, 3:30AM to 8:30PM,,"-7.0022954, 108.5885145",https://www.google.com/maps/place/Sate+Bpk+H.+SUKNAN/data=!4m7!3m6!1s0x2e6f13d99f30640f:0x9443305ed6d25245!8m2!3d-7.0022954!4d108.5885145!16s%2Fg%2F11f7r4gmzx!19sChIJD2Qwn9kTby4RRVLS1l4wQ5Q?authuser=0&hl=en&rclk=1,Satay restaurant,"XHXQ+3CJ, Jl. Desa Bend., Bendungan, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",,Takeaway | Dine-in,Halal food,,Good for kids,Cosy,,Cash only,  Kuningan,,,,,,,,,
Bakso LATANSA 1 Maherman,4,4 reviews,phone:tel:087723022246, 8AM to 8PM,,"-7.0258467, 108.5661109",https://www.google.com/maps/place/Bakso+LATANSA+1+Maherman/data=!4m7!3m6!1s0x2e6f13a8c992d95d:0x7beafa98f5f94e79!8m2!3d-7.0258467!4d108.5661109!16s%2Fg%2F11gr2373q7!19sChIJXdmSyagTby4ReU759Zj66ns?authuser=0&hl=en&rclk=1,Bakso restaurant,"Depan Bank BRI, Jl. Raya Maleber, Maleber, Kec. Maleber, Kabupaten Kuningan, Jawa Barat 45575 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,  Kuningan,Wheelchair-accessible entrance,,,,,,,,
Warung Nasi Neng Bilois,4.2,15 reviews,,,,"-7.0050928, 108.5881098",https://www.google.com/maps/place/Warung+Nasi+Neng+Bilois/data=!4m7!3m6!1s0x2e6f125c8187017f:0xee2a16b898760c3f!8m2!3d-7.0050928!4d108.5881098!16s%2Fg%2F11bzrp0tlr!19sChIJfwGHgVwSby4RPwx2mLgWKu4?authuser=0&hl=en&rclk=1,Nasi restaurant,"XHVQ+X69, Jl. Ki Gedeng Luragung, Bendungan, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",,Outdoor seating | Takeaway | Dine-in,Coffee | Halal food | Kids' menu,Breakfast | Lunch,Good for kids,Casual | Cosy,Groups,Cash only,  Kuningan,,,,,,,,,
Bakso Mamah Pajawan Kidul,,,, 7AM to 9PM,,"-6.9992436, 108.559147",https://www.google.com/maps/place/Bakso+Mamah+Pajawan+Kidul/data=!4m7!3m6!1s0x2e6f135c0b3b02a9:0xfc6a7016d4b019ba!8m2!3d-6.9992436!4d108.559147!16s%2Fg%2F11h2mwn909!19sChIJqQI7C1wTby4Ruhmw1BZwavw?authuser=0&hl=en&rclk=1,Bakso restaurant,"2H25+8M2, Pajawankidul, Lebakwangi, Kuningan Regency, West Java 45574 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only, Kuningan ,,,,,,,,,
Nasi Goreng Ketoprak Restaurant,,,,,,"-6.9806748, 108.5479852",https://www.google.com/maps/place/Nasi+Goreng+Ketoprak+Restaurant/data=!4m7!3m6!1s0x2e6f13ddbd28265b:0x8399ca966c6b7e12!8m2!3d-6.9806748!4d108.5479852!16s%2Fg%2F11ljdt8yt7!19sChIJWyYovd0Tby4REn5rbJbKmYM?authuser=0&hl=en&rclk=1,Restaurant,"Balong, Sindangagung, Kuningan Regency, West Java ",,Takeaway | Dine-in,Halal food,Dinner,Good for kids,Casual | Cosy,Groups,Cash only, Kuningan ,,,,,,,,,
Fast Food Restaurant,1,1 review,,,,"-6.9779881, 108.60649",https://www.google.com/maps/place/Fast+Food+Restaurant/data=!4m7!3m6!1s0x2e6f1204c60efac9:0xe3a1bb740f8b9a38!8m2!3d-6.9779881!4d108.60649!16s%2Fg%2F11h9cbx_j6!19sChIJyfoOxgQSby4ROJqLD3S7oeM?authuser=0&hl=en&rclk=1,Fast food restaurant,"2JC4+RH5, Jl. Raya Siliwangi, Cihideunggirang, Kec. Cidahu, Kabupaten Kuningan, Jawa Barat 45595 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual,Groups,,  Kuningan,,,,,,,,,
Waroeng A Unuy,5,2 reviews,, 3 to 11PM,,"-6.9991295, 108.5385455",https://www.google.com/maps/place/Waroeng+A+Unuy/data=!4m7!3m6!1s0x2e6f13b8a84e316f:0x234349f8829bfa6b!8m2!3d-6.9991295!4d108.5385455!16s%2Fg%2F11s_wtlp0m!19sChIJbzFOqLgTby4Ra_qbgvhJQyM?authuser=0&hl=en&rclk=1,Fast food restaurant,"Jl. Raya Garawangi, Garawangi, Kec. Garawangi, Kabupaten Kuningan, Jawa Barat 45571 ",https://mez.ink/waroengaunuy,Takeaway | Dine-in,Halal food,Dinner,Good for kids,Casual,Groups,,  Kuningan,,,,,,,,,
Seblak Cinta,5,2 reviews,phone:tel:08997328602, 8AM to 8PM,,"-7.0256375, 108.5659813",https://www.google.com/maps/place/Seblak+Cinta/data=!4m7!3m6!1s0x2e6f13b6c2a9ab2b:0x61c1751e9abe94c1!8m2!3d-7.0256375!4d108.5659813!16s%2Fg%2F11gmtldthq!19sChIJK6upwrYTby4RwZS-mh51wWE?authuser=0&hl=en&rclk=1,Seblak restaurant,"Jl. Raya Maleber No.10, Maleber, Kec. Maleber, Kabupaten Kuningan, Jawa Barat 45597 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,,Cash only,  Kuningan,,,,,,,,,
KEDAIKU JOHN PIZZA BURGER SOZZIS BAKAR,,,phone:tel:085642857866, 1 to 10PM,,"-6.9990409, 108.5377859",https://www.google.com/maps/place/KEDAIKU+JOHN+PIZZA+BURGER+SOZZIS+BAKAR/data=!4m7!3m6!1s0x2e6f1329b6645ec3:0x26333abe210acc16!8m2!3d-6.9990409!4d108.5377859!16s%2Fg%2F11h3nnlq5z!19sChIJw15ktikTby4RFswKIb46MyY?authuser=0&hl=en&rclk=1,Restaurant,"2G2Q+94M, Jalan Raya, Purwasari, Garawangi, Kuningan Regency, West Java 45571 ",,Delivery | Takeaway | Dine-in,Halal food | Kids' menu,Dinner,Good for kids,Casual | Cosy,Groups,Cash only, Kuningan ,,,,,,,,,
Sate Moneter Parakan,5,2 reviews,phone:tel:085793488420, 7AM to 12PM,,"-7.0313476, 108.5566748",https://www.google.com/maps/place/Sate+Moneter+Parakan/data=!4m7!3m6!1s0x2e6f1351555ddedb:0xe7546b621a48f525!8m2!3d-7.0313476!4d108.5566748!16s%2Fg%2F11hh8z3bbn!19sChIJ295dVVETby4RJfVIGmJrVOc?authuser=0&hl=en&rclk=1,Satay restaurant,"Dusun Parakan 01 RT 003/001, Parakan, Kec. Maleber, Kabupaten Kuningan, Jawa Barat 45575 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,  Kuningan,,,,,,,,,
Warung Nasi Mamah Jihad,,,phone:tel:081322782098, 7AM to 8PM,,"-6.9926597, 108.5680834",https://www.google.com/maps/place/Warung+Nasi+Mamah+Jihad/data=!4m7!3m6!1s0x2e6f1326125518b5:0x2a3534d3f71176e5!8m2!3d-6.9926597!4d108.5680834!16s%2Fg%2F11gr5sqx_4!19sChIJtRhVEiYTby4R5XYR99M0NSo?authuser=0&hl=en&rclk=1,Nasi restaurant,"2H49+W6P, Jl. Pajawan Kidul, Manggari, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",https://warung-nasi-mamah-jihad.business.site/,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only,  Kuningan,Wheelchair-accessible seating,,,,,,,,
ROYALE SEBLAK,,,phone:tel:089661487065, 9AM to 8:10PM,,"-7.0312654, 108.5752034",https://www.google.com/maps/place/ROYALE+SEBLAK/data=!4m7!3m6!1s0x2e6f13fd20abd693:0x5d89280b0a1f93c9!8m2!3d-7.0312654!4d108.5752034!16s%2Fg%2F11t1f45wxt!19sChIJk9arIP0Tby4RyZMfCgsoiV0?authuser=0&hl=en&rclk=1,Seblak restaurant,"XH9G+G36, Jl. Raya Maleber, Dukuhtengah, Kec. Maleber, Kabupaten Kuningan, Jawa Barat 45575 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,,  Kuningan,,,,,,,,,
BAKSO JELETOT CIPTA RASA,4.2,21 reviews,phone:tel:083816736207, 9AM to 8PM,,"-7.020472, 108.5836429",https://www.google.com/maps/place/BAKSO+JELETOT+CIPTA+RASA/data=!4m7!3m6!1s0x2e6f12c2616b9871:0xd978b5f3fe9d2002!8m2!3d-7.020472!4d108.5836429!16s%2Fg%2F11hckf5s8j!19sChIJcZhrYcISby4RAiCd_vO1eNk?authuser=0&hl=en&rclk=1,Bakso restaurant,"Jalan Raya Cinagara Langseb, Cinagara, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,  Kuningan,Wheelchair-accessible entrance | Wheelchair-accessible seating,,,,,,,,
BASO MORO BUNGAH,,,phone:tel:082126571398, 8AM to 8PM,,"-7.0260453, 108.5668517",https://www.google.com/maps/place/BASO+MORO+BUNGAH/data=!4m7!3m6!1s0x2e6f1301cc8c23a9:0xd5cf8dc86a80be02!8m2!3d-7.0260453!4d108.5668517!16s%2Fg%2F11gmvkl2qt!19sChIJqSOMzAETby4RAr6AasiNz9U?authuser=0&hl=en&rclk=1,Bakso restaurant,"XHF8+HPQ, Jl. Raya Maleber, Maleber, Kec. Maleber, Kabupaten Kuningan, Jawa Barat 45575 ",https://baso-moro-bungah.business.site/,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,  Kuningan,,,,,,,,,
Fast Food Restaurant,,,,,,"-6.9805636, 108.6293523",https://www.google.com/maps/place/Fast+Food+Restaurant/data=!4m7!3m6!1s0x2e6f0dfaaabd0c77:0xbb1332abf919c80d!8m2!3d-6.9805636!4d108.6293523!16s%2Fg%2F11mhh16kd0!19sChIJdwy9qvoNby4RDcgZ-asyE7s?authuser=0&hl=en&rclk=1,Fast food restaurant,"2J9H+QPH, Jalan Raya, Cihideunghilir, Cidahu, Kuningan Regency, West Java 45595 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual,Groups,, Kuningan ,,,,,,,,,
Nasi Uduk Putih Alun Alun Kutaraja,4.7,3 reviews,, 5 to 8AM,,"-7.0212547, 108.5622625",https://www.google.com/maps/place/Nasi+Uduk+Putih+Alun+Alun+Kutaraja/data=!4m7!3m6!1s0x2e6f13145abd2f35:0xcf7840ee3833be5b!8m2!3d-7.0212547!4d108.5622625!16s%2Fg%2F11hy92qfyz!19sChIJNS-9WhQTby4RW74zOO5AeM8?authuser=0&hl=en&rclk=1,Nasi uduk restaurant,"XHH6+FWR, Unnamed Road, Kutaraja, Kec. Maleber, Kabupaten Kuningan, Jawa Barat 45574 ",,Takeaway | Dine-in,Halal food,Breakfast,Good for kids,Casual | Cosy,Groups,Cash only,  Kuningan,,,,,,,,,
Sate Entog,,,,,,"-7.0021176, 108.5505438",https://www.google.com/maps/place/Sate+Entog/data=!4m7!3m6!1s0x2e6f1388f6b91037:0x287b72111186f947!8m2!3d-7.0021176!4d108.5505438!16s%2Fg%2F11qms3m7g3!19sChIJNxC59ogTby4RR_mGERFyeyg?authuser=0&hl=en&rclk=1,Satay restaurant,"XHX2+563, Jalan Raya Jl. Sajong, Sukaimut, Garawangi, Kuningan Regency, West Java 45571 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only, Kuningan ,,,,,,,,,
Warung Sate Langgen,4.3,73 reviews,phone:tel:0895330871101, 9AM to 9PM,,"-7.0077253, 108.5928478",https://www.google.com/maps/place/Warung+Sate+Langgen/data=!4m7!3m6!1s0x2e6f13427148d3dd:0x4b0f7ffa8bc00d4e!8m2!3d-7.0077253!4d108.5928478!16s%2Fg%2F11g2nhz2zs!19sChIJ3dNIcUITby4RTg3Ai_p_D0s?authuser=0&hl=en&rclk=1,Satay restaurant,"Jl. Nanggeleng - Cirahayu, Mekarwangi, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",https://warung-sate-langgen.business.site/,Outdoor seating | Takeaway | Dine-in,Coffee | Halal food,Lunch | Dinner | Dessert,Good for kids | Toilets,Casual | Cosy,Groups,Cash only,  Kuningan,,Accepts reservations,,,,,,,
Kedai Bakso Parahyangan,,,,,,"-7.0229569, 108.5882043",https://www.google.com/maps/place/Kedai+Bakso+Parahyangan/data=!4m7!3m6!1s0x2e6f12f203f02003:0x169f2f0c70324726!8m2!3d-7.0229569!4d108.5882043!16s%2Fg%2F11j4t6rwm_!19sChIJAyDwA_ISby4RJkcycAwvnxY?authuser=0&hl=en&rclk=1,Bakso restaurant,"Cinagara, Lebakwangi, Kuningan Regency, West Java ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only, Kuningan ,,,,,,,,,
RM. AMPERA MASAKAN PADANG,5,1 review,phone:tel:085693565256, 8AM to 8PM,,"-6.9897706, 108.5693134",https://www.google.com/maps/place/RM.+AMPERA+MASAKAN+PADANG/data=!4m7!3m6!1s0x2e6f133a63b79953:0x9bbda6f956b3c541!8m2!3d-6.9897706!4d108.5693134!16s%2Fg%2F11gmtwpl23!19sChIJU5m3YzoTby4RQcWzVvmmvZs?authuser=0&hl=en&rclk=1,Padang restaurant,"2H69+3PW, Jalan Raya, Sidaraja, Ciawigebang, Kuningan Regency, West Java 45591 ",,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only, Kuningan ,,,,,,,,,
SEBLAK MANTUL IBU YEYEN,5,1 review,, 6AM to 9:37PM,,"-7.0215295, 108.561401",https://www.google.com/maps/place/SEBLAK+MANTUL+IBU+YEYEN/data=!4m7!3m6!1s0x2e6f13f4874ef90b:0xa4d71f9fb6ecdeab!8m2!3d-7.0215295!4d108.561401!16s%2Fg%2F11ql1xjkl9!19sChIJC_lOh_QTby4Rq97stp8f16Q?authuser=0&hl=en&rclk=1,Seblak restaurant,"XHH6+9HJ, Jl. Raya Kutaraja, Kutaraja, Kec. Maleber, Kabupaten Kuningan, Jawa Barat 45574 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,,Cash only,  Kuningan,,,,,,,,,
RM. PADANG MURAH MERIAH,,,phone:tel:081224545066, 9AM to 9PM,,"-7.0055448, 108.5598418",https://www.google.com/maps/place/RM.+PADANG+MURAH+MERIAH/data=!4m7!3m6!1s0x2e6f13e0c8cbbb73:0xab0d7ab948ab4ef9!8m2!3d-7.0055448!4d108.5598418!16s%2Fg%2F11rs9vswsv!19sChIJc7vLyOATby4R-U6rSLl6Das?authuser=0&hl=en&rclk=1,Padang restaurant,"Jl. Raya, RT.01/RW.01, Tambakbaya, Kec. Garawangi, Kabupaten Kuningan, Jawa Barat 45571 ",https://www.instagram.com/rm.padang_murah_meriah/,Kerbside pickup | No-contact delivery | Delivery | Drive-through | Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,  Kuningan,,,,,,,,,
Sate Embe,,,, Open 24 hours,,"-7.0018735, 108.5500402",https://www.google.com/maps/place/Sate+Embe/data=!4m7!3m6!1s0x2e6f13f1be9adc83:0x601c33e45948b459!8m2!3d-7.0018735!4d108.5500402!16s%2Fg%2F11qms3pk0r!19sChIJg9yavvETby4RWbRIWeQzHGA?authuser=0&hl=en&rclk=1,Satay restaurant,"XHX2+723, Jl. Raya Garawangi Jl. Sajong, Sukaimut, Kec. Garawangi, Kabupaten Kuningan, Jawa Barat 45571 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,  Kuningan,,,,,,,,,
Warung Nasi Padasuka,4,2 reviews,phone:tel:081382400721, 9AM to 5PM,,"-7.0221375, 108.5935209",https://www.google.com/maps/place/Warung+Nasi+Padasuka/data=!4m7!3m6!1s0x2e6f12ed6055be17:0xd4d5e64cf3c27c0d!8m2!3d-7.0221375!4d108.5935209!16s%2Fg%2F11dz_md262!19sChIJF75VYO0Sby4RDXzC80zm1dQ?authuser=0&hl=en&rclk=1,Nasi restaurant,"Jl. Raya Cineumbeuy No.11, Cineumbeuy, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",,Takeaway | Dine-in,Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,  Kuningan,,,,,,,,,
Rm. Ampera Masakan Padang,,,,,,"-7.0213142, 108.5941823",https://www.google.com/maps/place/Rm.+Ampera+Masakan+Padang/data=!4m7!3m6!1s0x2e6f128d322a8375:0x198c4e2b57856234!8m2!3d-7.0213142!4d108.5941823!16s%2Fg%2F11lwcj8s70!19sChIJdYMqMo0Sby4RNGKFVytOjBk?authuser=0&hl=en&rclk=1,Padang restaurant,"Mancagar, Lebakwangi, Kuningan Regency, West Java ",,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,,Cash only, Kuningan ,,,,,,,,,
Seafood & Pecel Lele Lembur Kuring,4.4,9 reviews,, 9AM to 10PM,,"-6.974205, 108.5897419",https://www.google.com/maps/place/Seafood+%26+Pecel+Lele+Lembur+Kuring/data=!4m7!3m6!1s0x2e6f1220e6a61759:0xe410e98012d0b6e!8m2!3d-6.974205!4d108.5897419!16s%2Fg%2F11lfbb8jj2!19sChIJWRem5iASby4RbgstAZgOQQ4?authuser=0&hl=en&rclk=1,Restaurant,"2HGQ+8V9, Jl. Raya Siliwangi, Ciawigebang, Kec. Ciawigebang, Kabupaten Kuningan, Jawa Barat 45591 ",,Delivery | Takeaway | Dine-in,Halal food,Dinner,Good for kids,Casual | Cosy,Groups,Cash only,  Kuningan,,,,,,,,,
Warung Makan Nasi Uduk,,,,,,"-6.9993742, 108.5529476",https://www.google.com/maps/place/Warung+Makan+Nasi+Uduk/data=!4m7!3m6!1s0x2e6f13ffcb5e730b:0xfa9ad5c370fab12c!8m2!3d-6.9993742!4d108.5529476!16s%2Fg%2F11m7sdtz35!19sChIJC3Ney_8Tby4RLLH6cMPVmvo?authuser=0&hl=en&rclk=1,Nasi uduk restaurant,"2H23+754, Gg. Warga Mulya, Mekarmulya, Kec. Garawangi, Kabupaten Kuningan, Jawa Barat 45571 ",,Takeaway | Dine-in,Coffee | Halal food,Lunch,Good for kids,Casual | Cosy,Groups,Cash only,  Kuningan,,,,,,,,,
NASI UDUK DAN RISOL BI NANI,,,phone:tel:087847374832, 5 to 8AM,,"-7.0251579, 108.5662934",https://www.google.com/maps/place/NASI+UDUK+DAN+RISOL+BI+NANI/data=!4m7!3m6!1s0x2e6f130122caccc9:0xbdbcfcbc71d84ca2!8m2!3d-7.0251579!4d108.5662934!16s%2Fg%2F11g0spxmmd!19sChIJyczKIgETby4RokzYcbz8vL0?authuser=0&hl=en&rclk=1,Brunch restaurant,"XHF8+WGM, Blok kaliwon, Maleber, Kec. Maleber, Kabupaten Kuningan, Jawa Barat 45575 ",,Takeaway | Dine-in,Halal food,Breakfast | Lunch,Good for kids,Casual | Cosy,,Cash only,  Kuningan,,,,,,,,,
Baso Berkah Bu Winda,5,1 review,phone:tel:089666257884, 8AM to 8PM,,"-7.0233892, 108.5920266",https://www.google.com/maps/place/Baso+Berkah+Bu+Winda/data=!4m7!3m6!1s0x2e6f1378327aad35:0xbe6cd3fbf0f41cf0!8m2!3d-7.0233892!4d108.5920266!16s%2Fg%2F11h79kr4wq!19sChIJNa16MngTby4R8Bz08PvTbL4?authuser=0&hl=en&rclk=1,Bakso restaurant,"XHGR+JRR, Jl. Raya Desa, Cineumbeuy, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",,Delivery | Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,,Cash only,  Kuningan,,,,,,,,,
NASI JAMBLANG KHAS CIREBON,5,2 reviews,phone:tel:081222612791, 3:30 to 11PM,,"-6.9895355, 108.5662488",https://www.google.com/maps/place/NASI+JAMBLANG+KHAS+CIREBON/data=!4m7!3m6!1s0x2e6f131a2fd47409:0xfaa6cfd567b04238!8m2!3d-6.9895355!4d108.5662488!16s%2Fg%2F11fcst5kx0!19sChIJCXTULxoTby4ROEKwZ9XPpvo?authuser=0&hl=en&rclk=1,Javanese restaurant,"2H68+5FQ, Jl. RE. Martadinata, Oleced, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,,Cash only,  Kuningan,,,,,,,,,
Kasreng Ibu Lelin,5,1 review,phone:tel:081220862091, 7AM to 7PM,,"-7.0026623, 108.5844945",https://www.google.com/maps/place/Kasreng+Ibu+Lelin/data=!4m7!3m6!1s0x2e6f13479e49cc85:0xfcbba3627b5bb4a9!8m2!3d-7.0026623!4d108.5844945!16s%2Fg%2F11fclrylxp!19sChIJhcxJnkcTby4RqbRbe2Kju_w?authuser=0&hl=en&rclk=1,Bakso restaurant,"XHWM+WQQ, Jalan Raya bendungan Bendungan, Lebak Wangi, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",https://kasreng-ibu-lelin.business.site/,,,,,,,,  Kuningan,,,,,,,,,
Nasi Goreng Tegal Bahari,4.5,2 reviews,phone:tel:083826159278,,,"-7.0230648, 108.5881725",https://www.google.com/maps/place/Nasi+Goreng+Tegal+Bahari/data=!4m7!3m6!1s0x2e6f130ab6aa3a85:0x6e600e3ba44e8ba6!8m2!3d-7.0230648!4d108.5881725!16s%2Fg%2F11hk0kltc2!19sChIJhTqqtgoTby4RpotOpDsOYG4?authuser=0&hl=en&rclk=1,Nasi goreng restaurant,"XHGQ+Q7F, Cinagara, Lebakwangi, Kuningan Regency, West Java 45574 ",,,,,,,,, Kuningan ,,,,,,,,,
BASO KLAMUD,,,phone:tel:087721283553, 8AM to 8PM,,"-6.9921295, 108.5684346",https://www.google.com/maps/place/BASO+KLAMUD/data=!4m7!3m6!1s0x2e6f13dd5dab5c61:0xeb5d9df7218503f1!8m2!3d-6.9921295!4d108.5684346!16s%2Fg%2F11gr5m37z5!19sChIJYVyrXd0Tby4R8QOFIfedXes?authuser=0&hl=en&rclk=1,Bakso restaurant,"2H59+49V, Jl. Raya Ciawigebang, Manggari, Kec. Lebakwangi, Kabupaten Kuningan, Jawa Barat 45574 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only,  Kuningan,Wheelchair-accessible car park | Wheelchair-accessible entrance,,,,,,,,
Bakso Tulang Si Bontot,,,,,,"-7.007464, 108.5922701",https://www.google.com/maps/place/Bakso+Tulang+Si+Bontot/data=!4m7!3m6!1s0x2e6f125dde6ae1a7:0xb32d51dd3fd4444b!8m2!3d-7.007464!4d108.5922701!16s%2Fg%2F11h_82s7vh!19sChIJp-Fq3l0Sby4RS0TUP91RLbM?authuser=0&hl=en&rclk=1,Bakso restaurant,"Mekarwangi, Lebakwangi, Kuningan Regency, West Java ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only, Kuningan ,,,,,,,,,
KEDAI SEBLAK 30,5,1 review,phone:tel:085624320238, 9AM to 5PM,,"-7.0276925, 108.5714318",https://www.google.com/maps/place/KEDAI+SEBLAK+30/data=!4m7!3m6!1s0x2e6f13e6c6679e3f:0xbb0c42a44a2c0144!8m2!3d-7.0276925!4d108.5714318!16s%2Fg%2F11jfrrr7kw!19sChIJP55nxuYTby4RRAEsSqRCDLs?authuser=0&hl=en&rclk=1,Seblak restaurant,"XHCC+WHF, Jalan Raya, Maleber, Kuningan Regency, West Java 45575 ",,Takeaway | Dine-in,Halal food,,Good for kids,Casual | Cosy,Groups,Cash only, Kuningan ,,,,,,,,,
Warung Mak Nen,5,1 review,, Open 24 hours,,"-6.6995524, 108.4621284",https://www.google.com/maps/place/Warung+Mak+Nen/data=!4m7!3m6!1s0x2e6ee1de528f7db1:0x86dbe1b2984e11!8m2!3d-6.6995524!4d108.4621284!16s%2Fg%2F11fs2nkv3g!19sChIJsX2PUt7hbi4REU6YsuHbhgA?authuser=0&hl=en&rclk=1,Restaurant,"Kasugengan Lor, Depok, Cirebon, West Java 45155 ",,Takeaway | Dine-in,Coffee | Halal food,,,Casual | Cosy,Groups,Cash only,,,,,,,,,,
