title,sub_category,address,metadata,coordinate,link,review_point,review_total,open_hours,regency,contact_number,amenities,site,check_in,check_out,price_level,Service options,Accessibility,Offerings,Dining options,Atmosphere,Payments,Amenities,Crowd,Planning,Highlights
Villa CS,Villa,"Jl. Bidadari II No.2B, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",,"-8.6803617, 115.1699894",https://www.google.com/maps/place/Villa+CS/data=!4m7!3m6!1s0x2dd247afc51de119:0x74fb07edaaa36496!8m2!3d-8.6803617!4d115.1699894!16s%2Fg%2F11p5n9q91j!19sChIJGeEdxa9H0i0RlmSjqu0H-3Q?authuser=0&hl=en&rclk=1,,, Open 24 hours,  Badung,phone:tel:085899992503,,,,,,,,,,,,,,,
Saba Villas,,"Jalan Subak Sari No.30, Banjar Tegal Gundul, Canggu, Kuta Utara, Badung Regency, Bali 80361 ",,"-8.6694042, 115.1472112",https://www.google.com/maps/place/Saba+Villas/data=!4m7!3m6!1s0x2dd24776b2aaff4d:0x9112123b2e251e4f!8m2!3d-8.6694042!4d115.1472112!16s%2Fg%2F1pztj0k8y!19sChIJTf-qsnZH0i0RTx4lLjsSEpE?authuser=0&hl=en&rclk=1,4.6,31 reviews,, Badung ,phone:tel:081236774004, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Outdoor pool available  |  Laundry service available  |  Pet-friendly available  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Kitchens in some rooms available  |  Airport shuttle available  |  Spa available ,http://www.sabavillasbali.com/?utm_source=gmb&utm_medium=organic,,,,,,,,,,,,,
Mountain Logotpaga,Villa,"2M7Q+MJ7, Elaboge, Asologaima, Jayawijaya Regency, Papua 99114 ",,"-3.9858274, 138.6890334",https://www.google.com/maps/place/Mountain+Logotpaga/data=!4m7!3m6!1s0x683de3ce9d4d85cb:0xcaebae926dcb94cc!8m2!3d-3.9858274!4d138.6890334!16s%2Fg%2F11h4pl1rr9!19sChIJy4VNnc7jPWgRzJTLbZKu68o?authuser=0&hl=en&rclk=1,,,, Jayawijaya ,,,,,,,,,,,,,,,,
Villa Ke Bali,,"Jl. Drupadi, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361 ",,"-8.689002, 115.163259",https://www.google.com/maps/place/Villa+Ke+Bali/data=!4m7!3m6!1s0x2dd24718cc935afd:0x9f8c5f5b145453f!8m2!3d-8.689002!4d115.163259!16s%2Fg%2F1ptwg6vtx!19sChIJ_VqTzBhH0i0RP0VFsfXF-Ak?authuser=0&hl=en&rclk=1,5,1 review,,  Badung,phone:tel:03618476760, Kid-friendly available ,http://www.villabugis.com/,,,,,,,,,,,,,
Villa Carlos,Hostel,"JL. Mayjen DI Panjaitan No.23, Wamena Kota, Distrik Wamena, Kabupaten Jayawijaya, Papua 99511 ",,"-4.096252, 138.950822",https://www.google.com/maps/place/Villa+Carlos/data=!4m7!3m6!1s0x683e6c9aa60afc23:0xeec0868a3cfa4903!8m2!3d-4.096252!4d138.950822!16s%2Fg%2F1pzvb3z7s!19sChIJI_wKpppsPmgRA0n6PIqGwO4?authuser=0&hl=en&rclk=1,,,,  Jayawijaya,phone:tel:096932144,,,,,,,,,,,,,,,
MY Villa,Resort hotel,"Jl. Pangkung Sari No.6, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",,"-8.6807628, 115.1604837",https://www.google.com/maps/place/MY+Villa/data=!4m7!3m6!1s0x2dd24716fcb67af5:0xd03aecff27db2c5b!8m2!3d-8.6807628!4d115.1604837!16s%2Fg%2F1pzswgtyy!19sChIJ9Xq2_BZH0i0RWyzbJ__sOtA?authuser=0&hl=en&rclk=1,4,1 review,,  Badung,phone:tel:0361736609,,,,,,,,,,,,,,,
Nies Worlds Home Stay,Villa,"3QF6+QHC, Walak, Asologaima, Jayawijaya Regency, Papua 99555 ",,"-3.925559, 138.7613964",https://www.google.com/maps/place/Nies+Worlds+Home+Stay/data=!4m7!3m6!1s0x683e071ef94bf3ef:0x7a5f3d77942dbfc1!8m2!3d-3.925559!4d138.7613964!16s%2Fg%2F11rzgrt401!19sChIJ7_NL-R4HPmgRwb8tlHc9X3o?authuser=0&hl=en&rclk=1,,,, Jayawijaya ,,,,,,,,,,,,,,,,
Sahana Villas,Hotel,"Jl. Kayu Aya Oberoi Street No.35B, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361 ","Polished 3-bedroom villas with outdoor pools & terraces, plus free breakfast & an airport shuttle.","-8.6846724, 115.1634733",https://www.google.com/maps/place/Sahana+Villas/data=!4m7!3m6!1s0x2dd2471822d5d6f3:0xbb41a65232112e0!8m2!3d-8.6846724!4d115.1634733!16s%2Fg%2F11g_242n6!19sChIJ89bVIhhH0i0R4BIhI2UatAs?authuser=0&hl=en&rclk=1,4.8,89 reviews,,  Badung,phone:tel:08123604294,,http://www.sahanavilla.com/,,,,,,,,,,,,,
Holl Villa - Family Two Bedroom Private Pool Villa in Legian,,"Jl. Kresna No.89, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361 ",,"-8.7030345, 115.1729001",https://www.google.com/maps/place/Holl+Villa+-+Family+Two+Bedroom+Private+Pool+Villa+in+Legian/data=!4m10!3m9!1s0x2dd246c8a4633d73:0x5e4a321f0af2b504!5m2!4m1!1i2!8m2!3d-8.7030345!4d115.1729001!16s%2Fg%2F11f4wsrn_1!19sChIJcz1jpMhG0i0RBLXyCh8ySl4?authuser=0&hl=en&rclk=1,4.8,18 reviews, Open 24 hours,  Badung,phone:tel:082213022899, Free Wi-Fi available  |  Free parking available  |  Outdoor pool available  |  Laundry service available  |  Room service available  |  Kid-friendly available  |  Airport shuttle available ,http://www.hollvilla.com/,,,,,,,,,,,,,
BPK M Aweman,Villa,"3QRJ+V9M, Bagaiserwar, Sarmi, Sarmi Regency, Papua 99373 ",,"-1.9077764, 138.7809126",https://www.google.com/maps/place/BPK+M+Aweman/data=!4m7!3m6!1s0x6812014ae22235ff:0x9ad20edbd88dfb6c!8m2!3d-1.9077764!4d138.7809126!16s%2Fg%2F11p67_h30w!19sChIJ_zUi4koBEmgRbPuN2NsO0po?authuser=0&hl=en&rclk=1,5,1 review,, Sarmi ,,,,,,,,,,,,,,,,
Suling Tambur Tradisional,Music store,"4Q2G+M98, Unnamed Road, Sawar, Sarmi, Sarmi Regency, Papua 99373 ",,"-1.8983327, 138.7759391",https://www.google.com/maps/place/Suling+Tambur+Tradisional/data=!4m7!3m6!1s0x6812013173d5b03d:0xf6df2a8ad60e47db!8m2!3d-1.8983327!4d138.7759391!16s%2Fg%2F11q4hr45dc!19sChIJPbDVczEBEmgR20cO1ooq3_Y?authuser=0&hl=en&rclk=1,5,2 reviews,, Sarmi ,,,,,,,,,,,,,,,,
The Vie Villa - 5 Bedroom Family Villa in Legian Bali,,"Jl. Nakula 5 No.8x, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361 ",,"-8.6981886, 115.1733575",https://www.google.com/maps/place/The+Vie+Villa+-+5+Bedroom+Family+Villa+in+Legian+Bali/data=!4m10!3m9!1s0x2dd246d97d67106d:0xc9dcf2a90d8a4f68!5m2!4m1!1i2!8m2!3d-8.6981886!4d115.1733575!16s%2Fg%2F11h1s3k24!19sChIJbRBnfdlG0i0RaE-KDany3Mk?authuser=0&hl=en&rclk=1,4.7,121 reviews, Open 24 hours,  Badung,phone:tel:081284178889, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Kitchens in some rooms available  |  Airport shuttle available ,http://thevievilla.com/,,,,,,,,,,,,,
Kebun kita,Villa,"5QC2+3R7, Upt Arso VI / Yamua, Arso, Keerom Regency, Papua 99468 ",,"-2.8298418, 140.7520591",https://www.google.com/maps/place/Kebun+kita/data=!4m7!3m6!1s0x686c7d459ce53e7f:0x3b89c0d61c7cc777!8m2!3d-2.8298418!4d140.7520591!16s%2Fg%2F11s241c_hf!19sChIJfz7lnEV9bGgRd8d8HNbAiTs?authuser=0&hl=en&rclk=1,,,, Keerom ,,,,,,,,,,,,,,,,
The Baliem Valley Resort,,"Desa Sekan Kecamatan Siepkosi, Pugima, Distrik Wamena, Kabupaten Jayawijaya, Papua 80034 ",,"-4.0595129, 139.0293485",https://www.google.com/maps/place/The+Baliem+Valley+Resort/data=!4m10!3m9!1s0x6822c32d816a3bad:0xa5f70df54e54f86c!5m2!4m1!1i2!8m2!3d-4.0595129!4d139.0293485!16s%2Fg%2F11xcyk75z!19sChIJrTtqgS3DImgRbPhUTvUN96U?authuser=0&hl=en&rclk=1,4.3,100 reviews,,  Jayawijaya,, Wi-Fi available  |  Breakfast available  |  Pool unavailable  |  Laundry service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available ,https://www.baliemvalleyresort.com/,,,,,,,,,,,,,
Adib Homestay,Villa,"6J4G+V22, Jaifuri, Skanto, Keerom Regency, Papua 99468 ",,"-2.7928703, 140.6250308",https://www.google.com/maps/place/Adib+Homestay/data=!4m7!3m6!1s0x686c87c00a5ceed7:0xd870eebdc7929676!8m2!3d-2.7928703!4d140.6250308!16s%2Fg%2F11s8v6cjr1!19sChIJ1-5cCsCHbGgRdpaSx73ucNg?authuser=0&hl=en&rclk=1,,,, Keerom ,,,,,,,,,,,,,,,,
Rumah ibnu,Villa,"5M3Q+XXX, Upt Arso XI / Ifia-Fia, Arso, Keerom Regency, Papua 99468 ",,"-2.8449059, 140.6897257",https://www.google.com/maps/place/Rumah+ibnu/data=!4m7!3m6!1s0x686c7f616979908d:0xc7c39f8455a0715!8m2!3d-2.8449059!4d140.6897257!16s%2Fg%2F11rtls4701!19sChIJjZB5aWF_bGgRFQdaRfg5fAw?authuser=0&hl=en&rclk=1,,,, Keerom ,,,,,,,,,,,,,,,,
Owens Awoitauw,Villa,"8H7M+F4W, Unnamed Road, Yokiwa, Kec. Sentani Tim., Kabupaten Jayapura, Papua 99351 ",,"-2.6862739, 140.5828377",https://www.google.com/maps/place/Owens+Awoitauw/data=!4m7!3m6!1s0x686c8dcc01d70333:0xa71610325b019f7c!8m2!3d-2.6862739!4d140.5828377!16s%2Fg%2F11sgv4n_bp!19sChIJMwPXAcyNbGgRfJ8BWzIQFqc?authuser=0&hl=en&rclk=1,5,1 review,,  Jayapura,,,,,,,,,,,,,,,,
Kintal silas samay (christina samay),Villa,"8QWF+PMJ, Jl. Hanurata Holtekamp, Holtekam, Kec. Abepura, Kota Jayapura, Papua 99351 ",,"-2.653173, 140.7741409",https://www.google.com/maps/place/Kintal+silas+samay+(christina+samay)/data=!4m7!3m6!1s0x686c676f36f8d32f:0x3ee09be62d900dc8!8m2!3d-2.653173!4d140.7741409!16s%2Fg%2F11swgbvtrr!19sChIJL9P4Nm9nbGgRyA2QLeab4D4?authuser=0&hl=en&rclk=1,,,,  Jayapura,,,,,,,,,,,,,,,,
Vila Massugi Koya Barat,Indoor lodging,"8R92+JFQ, West Koya, Muara Tami, Jayapura City, Papua 99351 ",,"-2.6809132, 140.8012407",https://www.google.com/maps/place/Vila+Massugi+Koya+Barat/data=!4m7!3m6!1s0x686c6785003878a3:0xa759f80769422763!8m2!3d-2.6809132!4d140.8012407!16s%2Fg%2F11f6yvy60k!19sChIJo3g4AIVnbGgRYydCaQf4Wac?authuser=0&hl=en&rclk=1,4.6,15 reviews,, Jayapura ,,,,,,,,,,,,,,,,
NDaat Villa,Museum,"6Q95+2W6, Arso I. / Sanggaria, Arso, Keerom Regency, Papua 99468 ",,"-2.7824569, 140.7597723",https://www.google.com/maps/place/NDaat+Villa/data=!4m7!3m6!1s0x686c7df9cf3a9625:0xb2891e576df291dd!8m2!3d-2.7824569!4d140.7597723!16s%2Fg%2F11nfpf7_3v!19sChIJJZY6z_l9bGgR3ZHybVceibI?authuser=0&hl=en&rclk=1,5,2 reviews,, Keerom ,,,,,,,,,,,,,,,,
Pemancingan,Lodge,"8RF3+MMV, West Koya, Muara Tami, Jayapura City, Papua 99351 ",,"-2.6757561, 140.8041872",https://www.google.com/maps/place/Pemancingan/data=!4m7!3m6!1s0x686c6785c096c331:0x6f6514e6a5a29958!8m2!3d-2.6757561!4d140.8041872!16s%2Fg%2F11fr1qww0x!19sChIJMcOWwIVnbGgRWJmipeYUZW8?authuser=0&hl=en&rclk=1,,,, Jayapura ,,,,,,,,,,,,,,,,
Villa Kalua,Villa,"Jl. Umalas Klecung No.168, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",,"-8.6691377, 115.150054",https://www.google.com/maps/place/Villa+Kalua/data=!4m7!3m6!1s0x2dd247388ba56c01:0xd3d60af71193e81!8m2!3d-8.6691377!4d115.150054!16s%2Fg%2F11pvb58t_8!19sChIJAWylizhH0i0RgT4Zca9gPQ0?authuser=0&hl=en&rclk=1,5,2 reviews,,  Badung,,,,,,,,,,,,,,,,
Villa Minggu at Minggu Villas,,"Gg. Mangga No.5, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361 ",,"-8.6894521, 115.16869",https://www.google.com/maps/place/Villa+Minggu+at+Minggu+Villas/data=!4m10!3m9!1s0x2dd24774f1b48935:0xf8bc74df33d3928f!5m2!4m1!1i2!8m2!3d-8.6894521!4d115.16869!16s%2Fg%2F11b73msw9g!19sChIJNYm08XRH0i0Rj5LTM990vPg?authuser=0&hl=en&rclk=1,4.5,105 reviews,,  Badung,phone:tel:087861916870, Free Wi-Fi available  |  Free parking available  |  Pool available  |  Laundry service available  |  Fitness center available ,https://mingguvillas.com/,,,,,,,,,,,,,
The Miracle Nusa Dua Villas and Cafe,,"Jalan Dharmawangsa Kampial, Nusa Dua, Kec. Kuta Sel., Kabupaten Badung, Bali 80361 ",,"-8.8172444, 115.1926229",https://www.google.com/maps/place/The+Miracle+Nusa+Dua+Villas+and+Cafe/data=!4m10!3m9!1s0x2dd25df34ec5cbe3:0x1a02a2e9dbbb7773!5m2!4m1!1i2!8m2!3d-8.8172444!4d115.1926229!16s%2Fg%2F11g0hblw81!19sChIJ48vFTvNd0i0Rc3e72-miAho?authuser=0&hl=en&rclk=1,4.7,197 reviews, Open 24 hours,  Badung,phone:tel:03614464700, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Kitchens in some rooms available  |  Airport shuttle unavailable  |  Spa available ,https://www.bookandlink.com/booking/the-miracle-villa-&-cafe_2138.html,,,,,,,,,,,,,
Villa “O,Villa,"Jl. Tegal Cupek No.43, Kerobokan, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",,"-8.6581507, 115.1575015",https://www.google.com/maps/place/Villa+%E2%80%9CO/data=!4m7!3m6!1s0x2dd247a7144cf689:0x2b21b239ac28b1e7!8m2!3d-8.6581507!4d115.1575015!16s%2Fg%2F11ql8thqb3!19sChIJifZMFKdH0i0R57EorDmyISs?authuser=0&hl=en&rclk=1,,,,  Badung,,,,,,,,,,,,,,,,
Sini Vie Villa - Romantic Honeymoon Villa in Seminyak Bali,,"Jl. Dewi Saraswati No.88 x, Seminyak, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",,"-8.6813791, 115.1721339",https://www.google.com/maps/place/Sini+Vie+Villa+-+Romantic+Honeymoon+Villa+in+Seminyak+Bali/data=!4m10!3m9!1s0x2dd2471e88b0cf71:0xbd1b11c7f158db3f!5m2!4m1!1i2!8m2!3d-8.6813791!4d115.1721339!16s%2Fg%2F11fm173l7k!19sChIJcc-wiB5H0i0RP9tY8ccRG70?authuser=0&hl=en&rclk=1,4.8,372 reviews, Open 24 hours,  Badung,phone:tel:082122225088, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Outdoor pool available  |  Laundry service available  |  Room service available  |  Restaurant available  |  Airport shuttle available  |  Hot tub available  |  Spa available  |  Fitness center available ,http://www.sinivievilla.com/,,,,,,,,,,,,,
Villa Leoli,,"Jl. Dukuh Indah No.51a, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",,"-8.6654397, 115.1632008",https://www.google.com/maps/place/Villa+Leoli/data=!4m10!3m9!1s0x2dd24768361a416b:0xffcff6cddc9fdfb3!5m2!4m1!1i2!8m2!3d-8.6654397!4d115.1632008!16s%2Fg%2F11b73mcs80!19sChIJa0EaNmhH0i0Rs9-f3M32z_8?authuser=0&hl=en&rclk=1,4.8,12 reviews,,  Badung,, Kid-friendly available ,https://www.myvillamanagement.com/listing/villa-leoli/,,,,,,,,,,,,,
Ivory Villas,,"Jl. Lb. Sari No.6A, Kerobokan Kelod, Kuta Utara, Badung Regency, Bali 80361 ",,"-8.6768894, 115.1575381",https://www.google.com/maps/place/Ivory+Villas/data=!4m10!3m9!1s0x2dd24713a09a0845:0xb9fc7c6f0b5d17ca!5m2!4m1!1i2!8m2!3d-8.6768894!4d115.1575381!16s%2Fg%2F11c2jxpvzc!19sChIJRQiaoBNH0i0RyhddC298_Lk?authuser=0&hl=en&rclk=1,5,1 review,, Badung ,phone:tel:03618476005,,http://www.balivillashvr.com/,,,,,,,,,,,,,
Karana Villa - Private Pool Villa in Denpasar,,"Jl. Padang Mekar No.99X, Padangsambian, Kec. Denpasar Bar., Kota Denpasar, Bali 80117 ",,"-8.658726, 115.1923156",https://www.google.com/maps/place/Karana+Villa+-+Private+Pool+Villa+in+Denpasar/data=!4m10!3m9!1s0x2dd240adaee00c9b:0xb478d35261e604bc!5m2!4m1!1i2!8m2!3d-8.658726!4d115.1923156!16s%2Fg%2F1pzpl4wlv!19sChIJmwzgrq1A0i0RvATmYVLTeLQ?authuser=0&hl=en&rclk=1,4,230 reviews, Open 24 hours,  Denpasar,phone:tel:0361488276, Free breakfast available  |  Free parking available  |  Pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Kid-friendly available  |  Kitchen in all rooms available ,http://www.karanavilla.com/,,,,,,,,,,,,,
Villa,Villa,"54VV+QWH, Jl. Lalang Ambu, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361 ",,"-8.8055649, 115.1448649",https://www.google.com/maps/place/Villa/data=!4m7!3m6!1s0x2dd245e10a37e099:0x3235997eaf9f36e1!8m2!3d-8.8055649!4d115.1448649!16s%2Fg%2F11smsbjq1b!19sChIJmeA3CuFF0i0R4Tafr36ZNTI?authuser=0&hl=en&rclk=1,,,,  Badung,phone:tel:081310303021,,,,,,,,,,,,,,,
Sithala Villa Seminyak,,"Gg. Sunyi No.1, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",,"-8.677273, 115.154897",https://www.google.com/maps/place/Sithala+Villa+Seminyak/data=!4m10!3m9!1s0x2dd247123fe025f1:0x557b133babbd3e62!5m2!4m1!1i2!8m2!3d-8.677273!4d115.154897!16s%2Fg%2F11c37nx1k5!19sChIJ8SXgPxJH0i0RYj69qzsTe1U?authuser=0&hl=en&rclk=1,4.2,46 reviews, Open 24 hours,  Badung,phone:tel:03614737386, Free Wi-Fi available  |  Free parking available  |  Outdoor pool available  |  Laundry service available  |  Airport shuttle available ,,,,,,,,,,,,,,
Villa Al,Villa,"Jl. Seminari No.52, Dalung, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",,"-8.617126, 115.1605602",https://www.google.com/maps/place/Villa+Al/data=!4m7!3m6!1s0x2dd2398959cf5f73:0xc901049a5b01b8a3!8m2!3d-8.617126!4d115.1605602!16s%2Fg%2F11j4sl8nqt!19sChIJc1_PWYk50i0Ro7gBW5oEAck?authuser=0&hl=en&rclk=1,5,3 reviews,,  Badung,,,,,,,,,,,,,,,,
Вилла,Villa,"Gg. Melati No.7, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361 ",,"-8.6889241, 115.1697792",https://www.google.com/maps/place/%D0%92%D0%B8%D0%BB%D0%BB%D0%B0/data=!4m7!3m6!1s0x2dd247d906f90855:0x321a6b3c39c06614!8m2!3d-8.6889241!4d115.1697792!16s%2Fg%2F11p39dq0qm!19sChIJVQj5BtlH0i0RFGbAOTxrGjI?authuser=0&hl=en&rclk=1,,,,  Badung,,,,,,,,,,,,,,,,
Villa suwatu,Villa,"6FJV+RJG Villa Suwatu, Sumberwatu, Sambirejo, Prambanan, Sleman Regency, Special Region of Yogyakarta 55572 ",,"-7.7679497, 110.4940628",https://www.google.com/maps/place/Villa+suwatu/data=!4m7!3m6!1s0x2e7a5bd732f08563:0xa2dfc0bca6a847f6!8m2!3d-7.7679497!4d110.4940628!16s%2Fg%2F11p12qbdcx!19sChIJY4XwMtdbei4R9keoprzA36I?authuser=0&hl=en&rclk=1,4.6,45 reviews,, Sleman ,,,,,,,,,,,,,,,,
The Jimbaran Villa - Romantic One Bedroom Villa in Jimbaran Bali,,"Mimpi Resort, Jl. Bukit Permai No.88, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361 ",,"-8.7840948, 115.1580536",https://www.google.com/maps/place/The+Jimbaran+Villa+-+Romantic+One+Bedroom+Villa+in+Jimbaran+Bali/data=!4m10!3m9!1s0x2dd2458f1349e493:0x47d14e740d355494!5m2!4m1!1i2!8m2!3d-8.7840948!4d115.1580536!16s%2Fg%2F11glwyc1_r!19sChIJk-RJE49F0i0RlFQ1DXRO0Uc?authuser=0&hl=en&rclk=1,4.8,226 reviews,,  Badung,phone:tel:082122225088, Free Wi-Fi available  |  Breakfast available  |  Free parking available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Kitchens in some rooms available  |  Airport shuttle available ,https://www.thejimbaranvilla.com/,,,,,,,,,,,,,
Villa Maria Berawa,Villa,"Jl. Pemelisan Agung No.7, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",,"-8.658874, 115.1375154",https://www.google.com/maps/place/Villa+Maria+Berawa/data=!4m7!3m6!1s0x2dd247f202b02333:0xd7baf6cc55349ce7!8m2!3d-8.658874!4d115.1375154!16s%2Fg%2F11r40_8nkg!19sChIJMyOwAvJH0i0R55w0Vcz2utc?authuser=0&hl=en&rclk=1,5,1 review,,  Badung,,,,,,,,,,,,,,,,
Villa Sean,,"V25X+2WW, Tukadmungga, Buleleng, Buleleng Regency, Bali 81119 ",,"-8.1423772, 115.0498313",https://www.google.com/maps/place/Villa+Sean/data=!4m10!3m9!1s0x2dd19afc2c6b0a97:0xf827fa66a1836566!5m2!4m1!1i2!8m2!3d-8.1423772!4d115.0498313!16s%2Fg%2F11d_vc963x!19sChIJlwprLPya0S0RZmWDoWb6J_g?authuser=0&hl=en&rclk=1,4.7,17 reviews,, Buleleng ,,,https://sergeystraveltips.com/villa-sean-indonesia,,,,,,,,,,,,,
LAVILLA,Villa,"F76J+HP7, Jl. Ir. Sutami, Kemenuh, Kec. Sukawati, Kabupaten Gianyar, Bali 80582 ",,"-8.5385925, 115.2817924",https://www.google.com/maps/place/LAVILLA/data=!4m7!3m6!1s0x2dd23d4b994faa35:0xf7d5ec629dba173a!8m2!3d-8.5385925!4d115.2817924!16s%2Fg%2F11px16g0lx!19sChIJNapPmUs90i0ROhe6nWLs1fc?authuser=0&hl=en&rclk=1,4.9,7 reviews,,  Gianyar,,,,,,,,,,,,,,,,
Villa D'owa,,"Jl. Citeko, Citeko, Kec. Cisarua, Kabupaten Bogor, Jawa Barat 16750 ",,"-6.6955589, 106.9274449",https://www.google.com/maps/place/Villa+D'owa/data=!4m10!3m9!1s0x2e69b748570b232d:0x2f19127d869c4a76!5m2!4m1!1i2!8m2!3d-6.6955589!4d106.9274449!16s%2Fg%2F11lm4kfmpz!19sChIJLSMLV0i3aS4Rdkqchn0SGS8?authuser=0&hl=en&rclk=1,4.7,38 reviews,,  Bogor,phone:tel:08111375521, Free Wi-Fi available  |  Free parking available  |  Pool available  |  Kitchens in some rooms available ,,,,,,,,,,,,,,
Villa Bugis,,"Jl. Drupadi Gg. Cemp. No.14, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361 ",,"-8.6908704, 115.1646692",https://www.google.com/maps/place/Villa+Bugis/data=!4m10!3m9!1s0x2dd2471f6501694d:0xfc0fd6d138dba4b9!5m2!4m1!1i2!8m2!3d-8.6908704!4d115.1646692!16s%2Fg%2F1tf3lb4x!19sChIJTWkBZR9H0i0RuaTbONHWD_w?authuser=0&hl=en&rclk=1,4.5,53 reviews,,  Badung,phone:tel:03618476760, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly available  |  Kitchens in some rooms available  |  Airport shuttle available  |  Hot tub available  |  Spa available ,https://villabugis.com/,,,,,,,,,,,,,
Villa mo,Villa,"Jl. Cendana VII, Dalung, Kec. Kuta Utara, Kabupaten Badung, Bali 80351 ",,"-8.6152053, 115.1666627",https://www.google.com/maps/place/Villa+mo/data=!4m7!3m6!1s0x2dd239cce9c02c0f:0xa4e1e3e00649645!8m2!3d-8.6152053!4d115.1666627!16s%2Fg%2F11tfp00j0x!19sChIJDyzA6cw50i0RRZZkAD4eTgo?authuser=0&hl=en&rclk=1,,,,  Badung,,,,,,,,,,,,,,,,
The sidemen villas,,"GC8W+MF9, Telaga Tawang, Sidemen, Karangasem Regency, Bali 80864 ",,"-8.4833326, 115.4462492",https://www.google.com/maps/place/The+sidemen+villas/data=!4m10!3m9!1s0x2dd21196dbbc6af9:0xa470d078b9458bd7!5m2!4m1!1i2!8m2!3d-8.4833326!4d115.4462492!16s%2Fg%2F11h7_k4550!19sChIJ-Wq825YR0i0R14tFuXjQcKQ?authuser=0&hl=en&rclk=1,4.9,18 reviews,, Karangasem ,phone:tel:081353278504, Free Wi-Fi available  |  Free parking available  |  Accessible available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Business center unavailable  |  Pet-friendly unavailable  |  Kid-friendly available  |  Restaurant available  |  Kitchens in some rooms available  |  Airport shuttle available  |  Hot tub available  |  Spa available  |  Fitness center unavailable  |  Bar available ,,,,,,,,,,,,,,
Villa Bugis,,"8576+84W, Gg. Bugis, Seminyak, Kec. Kuta, Kabupaten Badung, Bali 80361 ",,"-8.686629, 115.1603319",https://www.google.com/maps/place/Villa+Bugis/data=!4m10!3m9!1s0x2dd247d80c6f5413:0xe4c060af06194f30!5m2!4m1!1i2!8m2!3d-8.686629!4d115.1603319!16s%2Fg%2F11t4dgnnbc!19sChIJE1RvDNhH0i0RME8ZBq9gwOQ?authuser=0&hl=en&rclk=1,,,,  Badung,,,http://www.villabugis.com/,,,,,,,,,,,,,
OWN VILLA,,"Gg. X, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361 ",,"-8.6658167, 115.151076",https://www.google.com/maps/place/OWN+VILLA/data=!4m10!3m9!1s0x2dd2477067fada31:0xd4bcf06c85587559!5m2!4m1!1i2!8m2!3d-8.6658167!4d115.151076!16s%2Fg%2F11f_s8_zjt!19sChIJMdr6Z3BH0i0RWXVYhWzwvNQ?authuser=0&hl=en&rclk=1,4.4,52 reviews,,  Badung,phone:tel:03614735790, Free Wi-Fi available  |  Free parking available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Kid-friendly available ,http://www.ownvilla.com/,,,,,,,,,,,,,
