title,review_point,review_total,address,site,contact_number,check_in,check_out,metadata,amenities,coordinate,regency,link,sub_category,price_level,open_hours,about
Embay House & Private Pool,4.7,79 reviews,"No.13, Desa Tegalwaru Impres RT05 RW03, Tegal Waru, Kec. Ciampea, Kabupaten Bogor, Jawa Barat 16620 ",https://linktr.ee/embayhouse,phone:tel:082125888656,,,, Free Wi-Fi available  |  Breakfast unavailable  |  Free parking available  |  Pool available  |  Pet-friendly unavailable  |  Restaurant unavailable  |  Smoke-free available ,"-6.5732033, 106.7000094",  Bogor,https://www.google.com/maps/place/Embay+House+%26+Private+Pool/data=!4m10!3m9!1s0x2e69db15aaaaaaef:0x9c80d15f5decce9d!5m2!4m1!1i2!8m2!3d-6.5732033!4d106.7000094!16s%2Fg%2F11ggzltzw3!19sChIJ76qqqhXbaS4Rnc7sXV_RgJw?authuser=0&hl=en&rclk=1,,,,
Novena Hotel,4.3,"2,222 reviews","Jl. Dr. Setiabudi No.4, Gudangkahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40391 ",https://novenahotelbandung.business.site/,phone:tel:02282005585,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle unavailable ,"-6.8409971, 107.5977438",  Bandung Barat,https://www.google.com/maps/place/Novena+Hotel/data=!4m10!3m9!1s0x2e68e149fc2643fb:0x4138d412d63b408!5m2!4m1!1i2!8m2!3d-6.8409971!4d107.5977438!16s%2Fg%2F11g6mgstln!19sChIJ-0Mm_EnhaC4RCLRjLUGNEwQ?authuser=0&hl=en&rclk=1,,,,
Villa Rose Gunung Bunder,4.3,11 reviews,"8MPR+C37, Unnamed Road, Gunung Bunder 2, Pamijahan, Bogor Regency, West Java 16810 ",https://ruangnyaman.id/,,,,, Free Wi-Fi available  |  Free parking available  |  Pool available ,"-6.6639624, 106.6901609", Bogor ,https://www.google.com/maps/place/Villa+Rose+Gunung+Bunder/data=!4m10!3m9!1s0x2e69d190b292f009:0xf58f94a1486a8353!5m2!4m1!1i2!8m2!3d-6.6639624!4d106.6901609!16s%2Fg%2F11h51_jxkq!19sChIJCfCSspDRaS4RU4NqSKGUj_U?authuser=0&hl=en&rclk=1,,,,
OYO 90324 Si Jalak Guest House,4.4,144 reviews,"Jl. Parung Serab No.9, Parungserab, Kec. Soreang, Kabupaten Bandung, Jawa Barat 40921 ",https://www.oyorooms.com/h/110723/?utm_source=GMB_ID&utm_medium=Organic&utm_campaign=ID_KUB024&latitude=-7.0111366&longitude=107.5291787&locale=id,phone:tel:02129707601,,,, Free Wi-Fi available  |  Pool unavailable  |  Air-conditioned available ,"-7.0111366, 107.5291787",  Bandung,https://www.google.com/maps/place/OYO+90324+Si+Jalak+Guest+House/data=!4m10!3m9!1s0x2e68efd48755da55:0x534aec43a0e330d4!5m2!4m1!1i2!8m2!3d-7.0111366!4d107.5291787!16s%2Fg%2F11h5p823gq!19sChIJVdpVh9TvaC4R1DDjoEPsSlM?authuser=0&hl=en&rclk=1,,,,
Saung Eling,4.6,182 reviews,"Jl. Lembur Sawah, RT.02/RW.02, Mulyaharja, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16135 ",https://linktr.ee/saung_eling,phone:tel:081219405961,,,, Free Wi-Fi available  |  Pool unavailable ,"-6.6554174, 106.783471",  Bogor,https://www.google.com/maps/place/Saung+Eling/data=!4m10!3m9!1s0x2e69cf72ccdeb2ed:0x9a612e071d317655!5m2!4m1!1i2!8m2!3d-6.6554174!4d106.783471!16s%2Fg%2F11jvgnznwy!19sChIJ7bLezHLPaS4RVXYxHQcuYZo?authuser=0&hl=en&rclk=1,,,,
SPOT ON 91393 Budiluhur 10 Homestay,2.5,6 reviews,"10, Jl. Budi Luhur No.10, RT.007/RW.005, Gegerkalong, Kec. Sukasari, Kota Bandung, Jawa Barat 40153 ",https://www.oyorooms.com/h/186760?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_BDG294&latitude=-6.87161884624528&longitude=107.592701967806&locale=id,phone:tel:02129707601,,,, Free Wi-Fi available  |  Pool unavailable  |  Fitness center unavailable ,"-6.8715544, 107.5928417",  Bandung,https://www.google.com/maps/place/SPOT+ON+91393+Budiluhur+10+Homestay/data=!4m10!3m9!1s0x2e68e694123fbc19:0x452ac29f80e200c3!5m2!4m1!1i2!8m2!3d-6.8715544!4d107.5928417!16s%2Fg%2F11s4_ph93f!19sChIJGbw_EpTmaC4RwwDigJ_CKkU?authuser=0&hl=en&rclk=1,,,,
RedLiving Apartemen Bogorienze Resort - Skyland Tower A,3.0,1 review,"Jl. Bogor Nirwana Residence, Sukamantri, Kec. Tamansari, Kabupaten Bogor, Jawa Barat 16610 ",https://www.reddoorz.com/id-id/hotel/bogor/bogor-selatan/apartemen-bogorienze-resort?utm_source=google&utm_medium=mybusiness&utm_campaign=webclick,phone:tel:02180629666,,,, Free Wi-Fi available  |  Pool unavailable ,"-6.6387877, 106.7837515",  Bogor,https://www.google.com/maps/place/RedLiving+Apartemen+Bogorienze+Resort+-+Skyland+Tower+A/data=!4m10!3m9!1s0x2e69cfd7166682ab:0xdf3511e2b258ddde!5m2!4m1!1i2!8m2!3d-6.6387877!4d106.7837515!16s%2Fg%2F11sb6llmm2!19sChIJq4JmFtfPaS4R3t1YsuIRNd8?authuser=0&hl=en&rclk=1,,,,
Kos Casa Feby Kost Pasteur Maranatha,3.8,6 reviews,"Jl. Babakan Jeruk 1 No.40, Sukagalih, Kec. Sukajadi, Kota Bandung, Jawa Barat 40163 ",,phone:tel:081220309086,,,, Free Wi-Fi available  |  Pool unavailable ,"-6.8897252, 107.5826244",  Bandung,https://www.google.com/maps/place/Kos+Casa+Feby+Kost+Pasteur+Maranatha/data=!4m10!3m9!1s0x2e68e77097fd9f65:0x3131026965202af1!5m2!4m1!1i2!8m2!3d-6.8897252!4d107.5826244!16s%2Fg%2F11h0v6_hk7!19sChIJZZ_9l3DnaC4R8SogZWkCMTE?authuser=0&hl=en&rclk=1,,,,
Hotel Salak Express Martadinata,4.4,118 reviews,"Wisma Mirah 1, Jl. Re. Martadinata No.21, RT.02/RW.06, Kb. Pedes, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16124 ",https://www.salakhospitality.com/index.php?page=ogrup&id=24,phone:tel:02518367109,,,, Free Wi-Fi available  |  Free parking available  |  Pool unavailable ,"-6.5832916, 106.791442",  Bogor,https://www.google.com/maps/place/Hotel+Salak+Express+Martadinata/data=!4m10!3m9!1s0x2e69c59ff280984b:0xd5572b9a5ed5b8d3!5m2!4m1!1i2!8m2!3d-6.5832916!4d106.791442!16s%2Fg%2F11jm_pz338!19sChIJS5iA8p_FaS4R07jVXporV9U?authuser=0&hl=en&rclk=1,,,,
Hotel Unik,3.5,487 reviews,"Jl. H. Akbar No.12, Pasir Kaliki, Kec. Cicendo, Kota Bandung, Jawa Barat 40171 ",,phone:tel:0224260288,,,, Free Wi-Fi available  |  Free parking available  |  Pool unavailable  |  Kid-friendly available  |  Restaurant available ,"-6.911451, 107.6001625",  Bandung,https://www.google.com/maps/place/Hotel+Unik/data=!4m10!3m9!1s0x2e68e63e502f74fd:0x16e8d98890a18ed4!5m2!4m1!1i2!8m2!3d-6.911451!4d107.6001625!16s%2Fg%2F1tg8g429!19sChIJ_XQvUD7maC4R1I6hkIjZ6BY?authuser=0&hl=en&rclk=1,,,,
Kampung Istal,4.2,390 reviews,"Jl. Keramat, Curug Luhur Atas, Gunung Malang, Tenjolaya, Bogor Regency, West Java 16370 ",https://kampungistal-bke.zoombookdirect.com/web/en/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=google_my_business,phone:tel:0811110395,,,, Free Wi-Fi available  |  Breakfast available  |  Free parking available  |  Outdoor pool available  |  Air-conditioned unavailable  |  Laundry service available  |  Business center unavailable  |  Pet-friendly available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle unavailable  |  Fitness center unavailable  |  Bar available ,"-6.664888, 106.7114566", Bogor ,https://www.google.com/maps/place/Kampung+Istal/data=!4m10!3m9!1s0x2e69d16cc0e7b5c9:0x5383f4507b959b56!5m2!4m1!1i2!8m2!3d-6.664888!4d106.7114566!16s%2Fg%2F11h05bw8c_!19sChIJybXnwGzRaS4RVpuVe1D0g1M?authuser=0&hl=en&rclk=1,,,,
The Attic Bed & Breakfast,4.7,238 reviews,"No.130 belakang,, Jl. Ir. H. Juanda, Lebakgede, Kecamatan Coblong, Kota Bandung, Jawa Barat 40132 ",,phone:tel:082117977939,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Kid-friendly available  |  Airport shuttle unavailable ,"-6.8894558, 107.6141969",  Bandung,https://www.google.com/maps/place/The+Attic+Bed+%26+Breakfast/data=!4m10!3m9!1s0x2e68e6568aaae255:0x53401bdc2aec2fc2!5m2!4m1!1i2!8m2!3d-6.8894558!4d107.6141969!16s%2Fg%2F11cjh_sclp!19sChIJVeKqilbmaC4Rwi_sKtwbQFM?authuser=0&hl=en&rclk=1,,,,
OYO 2071 Resort Highlander,4.2,14 reviews,"Kp.Sinar Wangi, Jl. Raya Ciapus Curug Nangka, Sukajaya, Tamansari, Bogor Regency, West Java 16610 ",,phone:tel:08041040040,,,, Free Wi-Fi available  |  Pool available  |  Room service available ,"-6.6616755, 106.7312732", Bogor ,https://www.google.com/maps/place/OYO+2071+Resort+Highlander/data=!4m10!3m9!1s0x2e69cfd09c27c1e9:0xaaec0e78b39f903f!5m2!4m1!1i2!8m2!3d-6.6616755!4d106.7312732!16s%2Fg%2F11j4f_wn1y!19sChIJ6cEnnNDPaS4RP5Cfs3gO7Ko?authuser=0&hl=en&rclk=1,,,,
Hilton Bandung,4.7,"8,446 reviews","Jl. HOS Tjokroaminoto No.41-43, Arjuna, Kec. Cicendo, Kota Bandung, Jawa Barat 40172 ",https://www.hilton.com/en/hotels/bdohihi-hilton-bandung/?SEO_id=GMB-APAC-HI-BDOHIHI,phone:tel:02286066888,,,, Free Wi-Fi available  |  Paid breakfast available  |  Free parking available  |  Accessible available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Business center unavailable  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Kitchens in some rooms available  |  Airport shuttle unavailable  |  Hot tub available  |  Spa available  |  Fitness center available  |  Bar available  |  Smoke-free unavailable ,"-6.9130181, 107.5976817",  Bandung,https://www.google.com/maps/place/Hilton+Bandung/data=!4m10!3m9!1s0x2e68e66a9e40f8cd:0xf85c3bc286fb3a55!5m2!4m1!1i2!8m2!3d-6.9130181!4d107.5976817!16s%2Fg%2F11bc6h14z4!19sChIJzfhAnmrmaC4RVTr7hsI7XPg?authuser=0&hl=en&rclk=1,,,,
Sienna Residence Bogor,4.6,12 reviews,"Jl. Letjen Ibrahim Adjie No.8, Ciherang, Kec. Dramaga, Kabupaten Bogor, Jawa Barat 16680 ",,phone:tel:08111088767,,,, Free Wi-Fi available  |  Pool unavailable ,"-6.5739221, 106.7513406",  Bogor,https://www.google.com/maps/place/Sienna+Residence+Bogor/data=!4m10!3m9!1s0x2e69c543cdfc6601:0x235503a1bf26ac6!5m2!4m1!1i2!8m2!3d-6.5739221!4d106.7513406!16s%2Fg%2F11qbd1swg9!19sChIJAWb8zUPFaS4RxmryGzpQNQI?authuser=0&hl=en&rclk=1,,,,
Capital O 91466 Hotel Neu Backpacker Tf Syariah (smk Tb),,,"Blk. I, Tugumukti, Kec. Parongpong, Kabupaten Bandung Barat, Jawa Barat 40511 ",,phone:tel:08041040040,,,, Free Wi-Fi available  |  Pool unavailable  |  Fitness center unavailable ,"-6.8613809, 107.5783021",  Bandung Barat,https://www.google.com/maps/place/Capital+O+91466+Hotel+Neu+Backpacker+Tf+Syariah+(smk+Tb)/data=!4m10!3m9!1s0x2e68e6a6c146cf89:0xd2f92909d7456f5!5m2!4m1!1i2!8m2!3d-6.8613809!4d107.5783021!16s%2Fg%2F11s5njddvw!19sChIJic9GwabmaC4R9VZ0nZCSLw0?authuser=0&hl=en&rclk=1,,,,
OYO 91139 Skyland Bogorienze Apartment,3.4,5 reviews,"21 Jl. Bogor Inner Ring Road (BIRR) Lot. XXI Kawasan, Jl. Bogor Nirwana Reside 21 Jl. Bogor Inner Ring Road (BIRR) Lot. XXI Kawasan, Jl. Bogor Nirwana Residence, Reside, Kota Bogor, Jawa Barat 16610 ",https://www.oyorooms.com/h/176486?utm_source=Google_gmb_ID&utm_medium=Organic&utm_campaign=ID_BGR081&latitude=-6.6386&longitude=106.7837&locale=id,phone:tel:02129707601,,,, Free Wi-Fi available  |  Pool unavailable ,"-6.6387423, 106.783846",  Bogor,https://www.google.com/maps/place/OYO+91139+Skyland+Bogorienze+Apartment/data=!4m10!3m9!1s0x2e69cf29dc5406df:0x3f6ef6618fc8a652!5m2!4m1!1i2!8m2!3d-6.6387423!4d106.783846!16s%2Fg%2F11t255y03z!19sChIJ3wZU3CnPaS4RUqbIj2H2bj8?authuser=0&hl=en&rclk=1,,,,
POP! Hotel Festival Citylink - Bandung,4.3,"4,470 reviews","Jl. Peta No.241, Suka Asih, Kec. Bojongloa Kaler, Kota Bandung, Jawa Barat 40323 ",https://www.discoverasr.com/en/pop-hotels/indonesia/pop-hotel-festival-citylink-bandung?utm_source=google&utm_medium=gmb&utm_campaign=-google-gmb-alwayson-20220101-all-en-id-id-PFCB--&utm_content=--,phone:tel:0226128655,,,, Free Wi-Fi available  |  Breakfast available  |  Free parking available  |  Accessible available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle unavailable  |  Fitness center available ,"-6.9294674, 107.5861757",  Bandung,https://www.google.com/maps/place/POP!+Hotel+Festival+Citylink+-+Bandung/data=!4m10!3m9!1s0x2e68e8a7fc63e881:0xfc504b726e14b697!5m2!4m1!1i2!8m2!3d-6.9294674!4d107.5861757!16s%2Fg%2F1hc2mp4kn!19sChIJgehj_KfoaC4Rl7YUbnJLUPw?authuser=0&hl=en&rclk=1,,,,
RedDoorz @ Apartment Dramaga Tower,3.5,17 reviews,"Jl. Raya Cibanteng No.24, Cihideung Ilir, Kec. Ciampea, Kabupaten Bogor, Jawa Barat 16620 ",https://www.reddoorz.com/id-id/hotel/indonesia/bogor/dramaga/reddoorz-apartment-dramaga-tower-bogor?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google,phone:tel:02180629666,,,, Free Wi-Fi available  |  Pool unavailable  |  Air-conditioned available  |  Room service available  |  Fitness center unavailable ,"-6.5645793, 106.7301041",  Bogor,https://www.google.com/maps/place/RedDoorz+@+Apartment+Dramaga+Tower/data=!4m10!3m9!1s0x2e69db455337bc87:0xecb58c604a9a6757!5m2!4m1!1i2!8m2!3d-6.5645793!4d106.7301041!16s%2Fg%2F11h6r7hh3h!19sChIJh7w3U0XbaS4RV2eaSmCMtew?authuser=0&hl=en&rclk=1,,,,
Grand Mercure Bandung Setiabudi,4.6,"8,643 reviews","Jl. Dr. Setiabudi No.269 - 275, Isola, Kec. Sukasari, Kota Bandung, Jawa Barat 40154 ",https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=8814&merchantid=seo-maps-ID-8814&sourceid=aw-cen&utm_medium=seo+maps&utm_source=google+Maps&utm_campaign=seo+maps&y_source=1_MTUzNjI1NjctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,phone:tel:02282000000,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Accessible available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Business center available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available  |  Spa available  |  Fitness center available  |  Bar available ,"-6.8548068, 107.5947657",  Bandung,https://www.google.com/maps/place/Grand+Mercure+Bandung+Setiabudi/data=!4m10!3m9!1s0x2e68e6b7af9b3289:0x72b029ec1dd0124a!5m2!4m1!1i2!8m2!3d-6.8548068!4d107.5947657!16s%2Fg%2F1q63ch_9q!19sChIJiTKbr7fmaC4RShLQHewpsHI?authuser=0&hl=en&rclk=1,,,,
Kuta Genggelang,4.6,593 reviews,"Gunung Bunder 2, Pamijahan, Bogor Regency, West Java 16810 ",,,,,, Free Wi-Fi available  |  Pool unavailable  |  Fitness center unavailable ,"-6.668841, 106.695217", Bogor ,https://www.google.com/maps/place/Kuta+Genggelang/data=!4m10!3m9!1s0x2e69d158f4bc4913:0x95c8506e630daa09!5m2!4m1!1i2!8m2!3d-6.668841!4d106.695217!16s%2Fg%2F11gxg5v65d!19sChIJE0m89FjRaS4RCaoNY25QyJU?authuser=0&hl=en&rclk=1,,,,
Hotel 68,3.9,695 reviews,"Jalan Raya Lembang KM.12,3 No. 68, Gudangkahuripan, Kec. Lembang, Kabupaten Bandung Barat, Jawa Barat 40153 ",https://hotel68lembang-bke.zoombookdirect.com/web/en/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=google_my_business,phone:tel:0222787625,,,, Free Wi-Fi available  |  Pool unavailable  |  Air-conditioned available  |  Pet-friendly available  |  Kid-friendly available  |  Airport shuttle unavailable ,"-6.8348035, 107.6025103",  Bandung Barat,https://www.google.com/maps/place/Hotel+68/data=!4m10!3m9!1s0x2e68e139ea94bc0b:0x32b199901b98e641!5m2!4m1!1i2!8m2!3d-6.8348035!4d107.6025103!16s%2Fg%2F1tzvyvtw!19sChIJC7yU6jnhaC4RQeaYG5CZsTI?authuser=0&hl=en&rclk=1,,,,
Villa opah / opah village,4.7,23 reviews,"Unnamed Road, Ciasihan, Kec. Pamijahan, Kabupaten Bogor, Jawa Barat 16810 ",https://instagram.com/opah.village,phone:tel:087870005566,,,, Free Wi-Fi available  |  Parking available  |  Pool unavailable ,"-6.7039093, 106.6754888",  Bogor,https://www.google.com/maps/place/Villa+opah+%2F+opah+village/data=!4m10!3m9!1s0x2e69d10e66a7a0cd:0x9dee371cd997aa7f!5m2!4m1!1i2!8m2!3d-6.7039093!4d106.6754888!16s%2Fg%2F11h24rnmhn!19sChIJzaCnZg7RaS4Rf6qX2Rw37p0?authuser=0&hl=en&rclk=1,,,,
Happy House Bandung,4.7,61 reviews,"Jl. Cipaku Indah II No.24, Ledeng, Kec. Cidadap, Kota Bandung, Jawa Barat 40143 ",https://happy-house-bandung.business.site/,phone:tel:081915241004,,,, Free Wi-Fi available  |  Free parking available  |  Pool unavailable  |  Kid-friendly available ,"-6.8631314, 107.5988039",  Bandung,https://www.google.com/maps/place/Happy+House+Bandung/data=!4m10!3m9!1s0x2e68e7854b30804f:0x3e1e5922c670981b!5m2!4m1!1i2!8m2!3d-6.8631314!4d107.5988039!16s%2Fg%2F11fhr3_nzx!19sChIJT4AwS4XnaC4RG5hwxiJZHj4?authuser=0&hl=en&rclk=1,,,,
Pesona Wisata Alam Ciparay Endah,5.0,4 reviews,"Kawasan Wisata Gunung Salak Endah Kab, Pamijahan, West Java 16810 ",,phone:tel:06531588289,,,, Free Wi-Fi available  |  Pool available ,"-6.693854, 106.669077",,https://www.google.com/maps/place/Pesona+Wisata+Alam+Ciparay+Endah/data=!4m10!3m9!1s0x2e69d10cb82ef47d:0xb071aee98b03b3ee!5m2!4m1!1i2!8m2!3d-6.693854!4d106.669077!16s%2Fg%2F11rcwt4hnj!19sChIJffQuuAzRaS4R7rMDi-mucbA?authuser=0&hl=en&rclk=1,,,,
Apartemen Bogorienze Resort,4.4,122 reviews,"Jl. Bogor Inner Ring Road (BIRR) LOT. XXI Kawasan, Jl. Bogor Nirwana Residence No.Kel, Sukamantri, Kec. Tamansari, Kota Bogor, Jawa Barat 16610 ",,phone:tel:02518200600,,,, Free Wi-Fi available  |  Free parking available  |  Pool available ,"-6.6387893, 106.7837452",  Bogor,https://www.google.com/maps/place/Apartemen+Bogorienze+Resort/data=!4m10!3m9!1s0x2e69ed39738262b3:0xe44b30071a0563ec!5m2!4m1!1i2!8m2!3d-6.6387893!4d106.7837452!16s%2Fg%2F11g6w3fkfn!19sChIJs2KCczntaS4R7GMFGgcwS-Q?authuser=0&hl=en&rclk=1,,,,
Ariandri Boutique Guesthouse,4.3,287 reviews,"Jl. Sukakarya No.15, Sukagalih, Kec. Sukajadi, Kota Bandung, Jawa Barat 40163 ",,phone:tel:0222000003,,,, Free Wi-Fi available  |  Breakfast available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Kid-friendly available  |  Airport shuttle unavailable ,"-6.8880038, 107.5825639",  Bandung,https://www.google.com/maps/place/Ariandri+Boutique+Guesthouse/data=!4m10!3m9!1s0x2e68e6877dea752b:0x205b90ccf9ff18cb!5m2!4m1!1i2!8m2!3d-6.8880038!4d107.5825639!16s%2Fg%2F12hl0ndg6!19sChIJK3XqfYfmaC4Ryxj_-cyQWyA?authuser=0&hl=en&rclk=1,,,,
Lembah Cawene Hills Syariah RedPartner,4.8,13 reviews,"Gunung Sari, Pamijahan, Bogor Regency, West Java 16810 ",https://www.reddoorz.com/id-id/hotel/indonesia/bogor/pamijahan/lembah-cawene-hills-syariah-redpartner?utm_source=google&utm_medium=mybusiness&utm_campaign=webclick,phone:tel:02180629666,,,, Free Wi-Fi available  |  Pool unavailable ,"-6.6899983, 106.6782492", Bogor ,https://www.google.com/maps/place/Lembah+Cawene+Hills+Syariah+RedPartner/data=!4m10!3m9!1s0x2e69d139ce529dc9:0x6bd4385b51e115f2!5m2!4m1!1i2!8m2!3d-6.6899983!4d106.6782492!16s%2Fg%2F11pv917l9p!19sChIJyZ1SzjnRaS4R8hXhUVs41Gs?authuser=0&hl=en&rclk=1,,,,
SPOT ON 91609 Pondok Mill's Syariah,,,"33, Jl. Siti Munigar Kecamantan No.33 A, RT.002/RW.001, Nyengseret, Kec. Astanaanyar, Kota Bandung, Jawa Barat 40252 ",,phone:tel:0817788016,,,, Free Wi-Fi available  |  Pool unavailable  |  Fitness center unavailable ,"-6.9292731, 107.6028861",  Bandung,https://www.google.com/maps/place/SPOT+ON+91609+Pondok+Mill's+Syariah/data=!4m10!3m9!1s0x2e68e89e10525555:0xc50957a351b09b28!5m2!4m1!1i2!8m2!3d-6.9292731!4d107.6028861!16s%2Fg%2F11s7p88bnh!19sChIJVVVSEJ7oaC4RKJuwUaNXCcU?authuser=0&hl=en&rclk=1,,,,
OYO 2071 Resort Highlander,4.2,14 reviews,"Kp.Sinar Wangi, Jl. Raya Ciapus Curug Nangka, Sukajaya, Tamansari, Bogor Regency, West Java 16610 ",,phone:tel:08041040040,,,, Free Wi-Fi available  |  Pool available  |  Room service available ,"-6.6616755, 106.7312732", Bogor ,https://www.google.com/maps/place/OYO+2071+Resort+Highlander/data=!4m10!3m9!1s0x2e69cfd09c27c1e9:0xaaec0e78b39f903f!5m2!4m1!1i2!8m2!3d-6.6616755!4d106.7312732!16s%2Fg%2F11j4f_wn1y!19sChIJ6cEnnNDPaS4RP5Cfs3gO7Ko?authuser=0&hl=en&rclk=1,,,,
Serela Merdeka Hotel,4.1,"1,562 reviews","Jl. Purnawarman No.23, Tamansari, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40116 ",https://kagumhotels.com/,phone:tel:0224231456,,,, Free Wi-Fi available  |  Free parking available  |  Pool unavailable  |  Air-conditioned available  |  Laundry service available  |  Pet-friendly unavailable  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available ,"-6.9065461, 107.6089805",  Bandung,https://www.google.com/maps/place/Serela+Merdeka+Hotel/data=!4m10!3m9!1s0x2e68e647e7b39cbd:0x32f968ff9a68c81f!5m2!4m1!1i2!8m2!3d-6.9065461!4d107.6089805!16s%2Fg%2F1pp2t_9r5!19sChIJvZyz50fmaC4RH8homv9o-TI?authuser=0&hl=en&rclk=1,,,,
Kuta Genggelang,4.6,593 reviews,"Gunung Bunder 2, Pamijahan, Bogor Regency, West Java 16810 ",,,,,, Free Wi-Fi available  |  Pool unavailable  |  Fitness center unavailable ,"-6.668841, 106.695217", Bogor ,https://www.google.com/maps/place/Kuta+Genggelang/data=!4m10!3m9!1s0x2e69d158f4bc4913:0x95c8506e630daa09!5m2!4m1!1i2!8m2!3d-6.668841!4d106.695217!16s%2Fg%2F11gxg5v65d!19sChIJE0m89FjRaS4RCaoNY25QyJU?authuser=0&hl=en&rclk=1,,,,
Padma Hotel Bandung,4.8,"6,797 reviews","Jl. Rancabentang No.56-58, Ciumbuleuit, Kec. Cidadap, Kota Bandung, Jawa Barat 40142 ",http://www.padmahotelbandung.com/,phone:tel:0222030333,,,, Free Wi-Fi available  |  Free breakfast available  |  Free parking available  |  Accessible available  |  Outdoor pool available  |  Air-conditioned available  |  Laundry service available  |  Business center available  |  Pet-friendly unavailable  |  Room service available  |  Kid-friendly available  |  Restaurant available  |  Airport shuttle available  |  Hot tub available  |  Spa available  |  Fitness center available ,"-6.8646001, 107.609097",  Bandung,https://www.google.com/maps/place/Padma+Hotel+Bandung/data=!4m10!3m9!1s0x2e69f171544a13a1:0xdde9b90dc7cb3332!5m2!4m1!1i2!8m2!3d-6.8646001!4d107.609097!16s%2Fg%2F122fpv58!19sChIJoRNKVHHxaS4RMjPLxw256d0?authuser=0&hl=en&rclk=1,,,,
